Provinces,category,commodity,year,month,price/unit(KSH)
Rift Valley,cereals and tubers,Maize (white),2020,1,32.775
Rift Valley,cereals and tubers,Maize (white),2020,2,34.78
Rift Valley,cereals and tubers,Maize (white),2020,3,30.884999999999998
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,1,35.65
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,2,28.580000000000002
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,3,31.653333333333336
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,4,32.715
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,5,32.11666666666667
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,6,28.8
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,7,31.36
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,8,31.1
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,9,32.01
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,10,38.33
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,11,31.115
Rift Valley,cereals and tubers,"Maize (white, dry)",2021,12,31.75
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,1,33.22
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,2,36.016666666666666
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,3,34.25
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,4,41.61666666666667
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,5,46.92
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,6,59.58
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,7,70.69
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,8,62.01333333333333
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,9,61.050000000000004
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,10,59.85333333333333
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,11,57.87
Rift Valley,cereals and tubers,"Maize (white, dry)",2022,12,62.135000000000005
Rift Valley,cereals and tubers,"Maize (white, dry)",2023,1,58.364999999999995
Rift Valley,cereals and tubers,"Maize (white, dry)",2023,2,63.239999999999995
Rift Valley,cereals and tubers,"Maize (white, dry)",2023,3,67.99
Rift Valley,cereals and tubers,"Maize (white, dry)",2023,4,73.91499999999999
Rift Valley,cereals and tubers,"Maize (white, dry)",2023,5,69.47333333333334
Rift Valley,cereals and tubers,"Maize (white, dry)",2023,6,71.85333333333334
Rift Valley,cereals and tubers,"Maize (white, dry)",2023,7,68.76
Rift Valley,cereals and tubers,Potatoes (Irish),2006,2,20.77
Rift Valley,cereals and tubers,Potatoes (Irish),2006,4,15.92
Rift Valley,cereals and tubers,Potatoes (Irish),2006,6,9.01
Rift Valley,cereals and tubers,Potatoes (Irish),2006,8,9.37
Rift Valley,cereals and tubers,Potatoes (Irish),2006,9,6.74
Rift Valley,cereals and tubers,Potatoes (Irish),2006,11,14.72
Rift Valley,cereals and tubers,Potatoes (Irish),2006,12,11.11
Rift Valley,cereals and tubers,Potatoes (Irish),2007,1,13.5
Rift Valley,cereals and tubers,Potatoes (Irish),2007,3,12.92
Rift Valley,cereals and tubers,Potatoes (Irish),2007,4,15.18
Rift Valley,cereals and tubers,Potatoes (Irish),2007,6,13.33
Rift Valley,cereals and tubers,Potatoes (Irish),2007,8,13.2
Rift Valley,cereals and tubers,Potatoes (Irish),2007,12,18.47
Rift Valley,cereals and tubers,Potatoes (Irish),2008,1,22.22
Rift Valley,cereals and tubers,Potatoes (Irish),2008,2,14.22
Rift Valley,cereals and tubers,Potatoes (Irish),2008,5,22.05
Rift Valley,cereals and tubers,Potatoes (Irish),2008,6,12.81
Rift Valley,cereals and tubers,Potatoes (Irish),2008,8,7.84
Rift Valley,cereals and tubers,Potatoes (Irish),2008,10,14.69
Rift Valley,cereals and tubers,Potatoes (Irish),2008,11,16.76
Rift Valley,cereals and tubers,Potatoes (Irish),2009,2,17.58
Rift Valley,cereals and tubers,Potatoes (Irish),2009,3,25.12
Rift Valley,cereals and tubers,Potatoes (Irish),2009,4,35.15
Rift Valley,cereals and tubers,Potatoes (Irish),2009,7,8.71
Rift Valley,cereals and tubers,Potatoes (Irish),2009,8,11.42
Rift Valley,cereals and tubers,Potatoes (Irish),2009,9,18.61
Rift Valley,cereals and tubers,Potatoes (Irish),2009,10,23.48
Rift Valley,cereals and tubers,Potatoes (Irish),2009,11,27.28
Rift Valley,cereals and tubers,Potatoes (Irish),2009,12,25.41
Rift Valley,cereals and tubers,Potatoes (Irish),2010,6,16.03
Rift Valley,cereals and tubers,Potatoes (Irish),2010,7,21.07
Rift Valley,cereals and tubers,Potatoes (Irish),2010,8,23.14
Rift Valley,cereals and tubers,Potatoes (Irish),2010,12,19.02
Rift Valley,cereals and tubers,Potatoes (Irish),2011,2,24.52
Rift Valley,cereals and tubers,Potatoes (Irish),2011,3,38.38
Rift Valley,cereals and tubers,Potatoes (Irish),2011,5,40.0
Rift Valley,cereals and tubers,Potatoes (Irish),2011,6,17.11
Rift Valley,cereals and tubers,Potatoes (Irish),2011,7,11.11
Rift Valley,cereals and tubers,Potatoes (Irish),2011,8,12.67
Rift Valley,cereals and tubers,Potatoes (Irish),2011,10,21.56
Rift Valley,cereals and tubers,Potatoes (Irish),2011,11,25.64
Rift Valley,cereals and tubers,Potatoes (Irish),2012,4,40.44
Rift Valley,cereals and tubers,Potatoes (Irish),2012,5,44.44
Rift Valley,cereals and tubers,Potatoes (Irish),2012,6,33.72
Rift Valley,cereals and tubers,Potatoes (Irish),2012,7,19.0
Rift Valley,cereals and tubers,Potatoes (Irish),2012,8,17.63
Rift Valley,cereals and tubers,Potatoes (Irish),2012,10,28.76
Rift Valley,cereals and tubers,Potatoes (Irish),2012,11,39.11
Rift Valley,cereals and tubers,Potatoes (Irish),2012,12,36.52
Rift Valley,cereals and tubers,Potatoes (Irish),2013,1,22.73
Rift Valley,cereals and tubers,Potatoes (Irish),2013,3,21.27
Rift Valley,cereals and tubers,Potatoes (Irish),2013,7,25.07
Rift Valley,cereals and tubers,Potatoes (Irish),2013,12,37.43
Rift Valley,cereals and tubers,Potatoes (Irish),2014,1,32.49
Rift Valley,cereals and tubers,Potatoes (Irish),2014,2,32.09
Rift Valley,cereals and tubers,Potatoes (Irish),2014,3,32.0
Rift Valley,cereals and tubers,Potatoes (Irish),2014,4,40.39
Rift Valley,cereals and tubers,Potatoes (Irish),2014,5,41.48
Rift Valley,cereals and tubers,Potatoes (Irish),2014,7,24.19
Rift Valley,cereals and tubers,Potatoes (Irish),2014,9,28.18
Rift Valley,cereals and tubers,Potatoes (Irish),2014,10,26.58
Rift Valley,cereals and tubers,Potatoes (Irish),2014,11,29.31
Rift Valley,cereals and tubers,Potatoes (Irish),2015,1,28.54
Rift Valley,cereals and tubers,Potatoes (Irish),2015,2,27.78
Rift Valley,cereals and tubers,Potatoes (Irish),2015,3,28.83
Rift Valley,cereals and tubers,Potatoes (Irish),2015,4,24.25
Rift Valley,cereals and tubers,Potatoes (Irish),2015,5,36.97
Rift Valley,cereals and tubers,Potatoes (Irish),2015,6,24.32
Rift Valley,cereals and tubers,Potatoes (Irish),2015,7,15.905
Rift Valley,cereals and tubers,Potatoes (Irish),2015,8,20.0
Rift Valley,cereals and tubers,Potatoes (Irish),2015,9,38.0
Rift Valley,cereals and tubers,Potatoes (Irish),2015,10,34.62
Rift Valley,cereals and tubers,Potatoes (Irish),2015,11,40.36
Rift Valley,cereals and tubers,Potatoes (Irish),2015,12,51.24
Rift Valley,cereals and tubers,Potatoes (Irish),2016,1,50.769999999999996
Rift Valley,cereals and tubers,Potatoes (Irish),2016,3,86.75
Rift Valley,cereals and tubers,Potatoes (Irish),2016,5,58.3
Rift Valley,cereals and tubers,Potatoes (Irish),2016,7,25.38
Rift Valley,cereals and tubers,Potatoes (Irish),2016,8,26.93
Rift Valley,cereals and tubers,Potatoes (Irish),2016,9,70.0
Rift Valley,cereals and tubers,Potatoes (Irish),2016,10,48.730000000000004
Rift Valley,cereals and tubers,Potatoes (Irish),2016,11,52.5
Rift Valley,cereals and tubers,Potatoes (Irish),2016,12,63.0
Rift Valley,cereals and tubers,Potatoes (Irish),2017,1,67.12
Rift Valley,cereals and tubers,Potatoes (Irish),2017,2,70.0
Rift Valley,cereals and tubers,Potatoes (Irish),2017,3,54.44
Rift Valley,cereals and tubers,Potatoes (Irish),2017,4,49.32
Rift Valley,cereals and tubers,Potatoes (Irish),2017,5,53.5
Rift Valley,cereals and tubers,Potatoes (Irish),2017,6,47.8
Rift Valley,cereals and tubers,Potatoes (Irish),2017,7,34.35
Rift Valley,cereals and tubers,Potatoes (Irish),2017,8,36.28
Rift Valley,cereals and tubers,Potatoes (Irish),2017,9,30.64
Rift Valley,cereals and tubers,Potatoes (Irish),2017,10,36.625
Rift Valley,cereals and tubers,Potatoes (Irish),2017,12,33.0
Rift Valley,cereals and tubers,Potatoes (Irish),2018,2,38.8
Rift Valley,cereals and tubers,Potatoes (Irish),2018,3,51.8
Rift Valley,cereals and tubers,Potatoes (Irish),2018,4,50.045
Rift Valley,cereals and tubers,Potatoes (Irish),2018,5,43.92
Rift Valley,cereals and tubers,Potatoes (Irish),2018,6,31.8
Rift Valley,cereals and tubers,Potatoes (Irish),2018,8,57.49
Rift Valley,cereals and tubers,Potatoes (Irish),2018,9,48.2
Rift Valley,cereals and tubers,Potatoes (Irish),2018,11,44.95
Rift Valley,cereals and tubers,Potatoes (Irish),2019,1,24.3
Rift Valley,cereals and tubers,Potatoes (Irish),2019,2,32.475
Rift Valley,cereals and tubers,Potatoes (Irish),2019,3,49.36
Rift Valley,cereals and tubers,Potatoes (Irish),2019,4,58.75
Rift Valley,cereals and tubers,Potatoes (Irish),2019,5,81.2
Rift Valley,cereals and tubers,Potatoes (Irish),2019,6,55.0
Rift Valley,cereals and tubers,Potatoes (Irish),2019,7,31.32
Rift Valley,cereals and tubers,Potatoes (Irish),2019,8,23.125
Rift Valley,cereals and tubers,Potatoes (Irish),2019,10,30.26
Rift Valley,cereals and tubers,Potatoes (Irish),2019,11,47.0
Rift Valley,cereals and tubers,Potatoes (Irish),2019,12,52.95
Rift Valley,cereals and tubers,Potatoes (Irish),2020,1,43.0
Rift Valley,cereals and tubers,Potatoes (Irish),2020,2,37.05
Rift Valley,cereals and tubers,Potatoes (Irish),2020,3,44.385000000000005
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2021,2,27.03
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2021,3,33.18
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2021,4,40.45
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2021,6,34.0
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2021,7,30.83
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2021,8,33.3
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2021,12,52.19
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,1,31.66
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,2,29.78
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,3,60.3
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,5,51.0
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,6,49.67
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,7,25.66
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,8,43.375
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,9,44.17
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,10,54.0
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2022,12,46.45
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2023,1,36.66
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2023,2,52.67
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2023,3,66.5
Rift Valley,cereals and tubers,"Potatoes (Irish, red)",2023,4,81.33
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,2,32.84
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,4,43.67
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,5,31.68
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,6,30.0
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,7,22.0
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,8,19.0
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,9,37.25333333333334
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,10,21.34
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,11,57.5
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2021,12,34.900000000000006
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,1,45.844
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,2,49.3125
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,3,41.13
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,5,66.25999999999999
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,6,37.8
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,7,41.53
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,8,37.440000000000005
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,9,47.385
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,10,81.285
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,11,65.895
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2022,12,68.35333333333334
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2023,1,73.08
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2023,2,52.56
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2023,3,76.94
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2023,4,69.85333333333334
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2023,5,97.675
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2023,6,53.800000000000004
Rift Valley,cereals and tubers,"Potatoes (Irish, white)",2023,7,47.89
Rift Valley,cereals and tubers,Rice (aromatic),2021,1,92.8
Rift Valley,cereals and tubers,Rice (aromatic),2021,2,89.86666666666667
Rift Valley,cereals and tubers,Rice (aromatic),2021,4,88.25
Rift Valley,cereals and tubers,Rice (aromatic),2021,5,102.0
Rift Valley,cereals and tubers,Rice (aromatic),2021,6,93.68666666666667
Rift Valley,cereals and tubers,Rice (aromatic),2021,7,100.0
Rift Valley,cereals and tubers,Rice (aromatic),2021,8,93.0
Rift Valley,cereals and tubers,Rice (aromatic),2021,9,98.89999999999999
Rift Valley,cereals and tubers,Rice (aromatic),2021,10,107.33333333333333
Rift Valley,cereals and tubers,Rice (aromatic),2021,11,107.75
Rift Valley,cereals and tubers,Rice (aromatic),2021,12,103.55333333333333
Rift Valley,cereals and tubers,Rice (aromatic),2022,1,100.0
Rift Valley,cereals and tubers,Rice (aromatic),2022,2,97.25
Rift Valley,cereals and tubers,Rice (aromatic),2022,3,95.76666666666667
Rift Valley,cereals and tubers,Rice (aromatic),2022,4,100.16
Rift Valley,cereals and tubers,Rice (aromatic),2022,5,122.12666666666667
Rift Valley,cereals and tubers,Rice (aromatic),2022,6,107.5
Rift Valley,cereals and tubers,Rice (aromatic),2022,7,119.33333333333333
Rift Valley,cereals and tubers,Rice (aromatic),2022,8,114.0
Rift Valley,cereals and tubers,Rice (aromatic),2022,9,138.43333333333334
Rift Valley,cereals and tubers,Rice (aromatic),2022,10,136.0
Rift Valley,cereals and tubers,Rice (aromatic),2022,11,150.5
Rift Valley,cereals and tubers,Rice (aromatic),2022,12,180.0
Rift Valley,cereals and tubers,Rice (aromatic),2023,1,156.32999999999998
Rift Valley,cereals and tubers,Rice (aromatic),2023,2,185.75
Rift Valley,cereals and tubers,Rice (aromatic),2023,3,158.66
Rift Valley,cereals and tubers,Rice (aromatic),2023,7,142.5
Rift Valley,cereals and tubers,Sorghum,2006,2,16.71
Rift Valley,cereals and tubers,Sorghum,2006,3,12.4
Rift Valley,cereals and tubers,Sorghum,2006,5,11.46
Rift Valley,cereals and tubers,Sorghum,2006,6,14.69
Rift Valley,cereals and tubers,Sorghum,2006,8,10.28
Rift Valley,cereals and tubers,Sorghum,2006,9,10.75
Rift Valley,cereals and tubers,Sorghum,2006,10,11.33
Rift Valley,cereals and tubers,Sorghum,2006,11,13.33
Rift Valley,cereals and tubers,Sorghum,2006,12,15.56
Rift Valley,cereals and tubers,Sorghum,2007,2,13.22
Rift Valley,cereals and tubers,Sorghum,2007,3,13.43
Rift Valley,cereals and tubers,Sorghum,2007,4,12.96
Rift Valley,cereals and tubers,Sorghum,2007,5,17.28
Rift Valley,cereals and tubers,Sorghum,2007,6,15.1
Rift Valley,cereals and tubers,Sorghum,2007,7,15.44
Rift Valley,cereals and tubers,Sorghum,2007,9,20.63
Rift Valley,cereals and tubers,Sorghum,2007,12,13.89
Rift Valley,cereals and tubers,Sorghum,2008,4,18.52
Rift Valley,cereals and tubers,Sorghum,2008,5,17.28
Rift Valley,cereals and tubers,Sorghum,2008,10,20.0
Rift Valley,cereals and tubers,Sorghum,2008,11,17.78
Rift Valley,cereals and tubers,Sorghum,2009,2,22.46
Rift Valley,cereals and tubers,Sorghum,2009,7,34.9
Rift Valley,cereals and tubers,Sorghum,2009,8,39.48
Rift Valley,cereals and tubers,Sorghum,2009,10,35.2
Rift Valley,cereals and tubers,Sorghum,2009,11,40.0
Rift Valley,cereals and tubers,Sorghum,2010,1,37.33
Rift Valley,cereals and tubers,Sorghum,2010,3,40.94
Rift Valley,cereals and tubers,Sorghum,2010,5,40.0
Rift Valley,cereals and tubers,Sorghum,2010,6,41.83
Rift Valley,cereals and tubers,Sorghum,2010,7,41.44
Rift Valley,cereals and tubers,Sorghum,2010,10,20.74
Rift Valley,cereals and tubers,Sorghum,2010,11,20.47
Rift Valley,cereals and tubers,Sorghum,2010,12,20.09
Rift Valley,cereals and tubers,Sorghum,2011,2,20.0
Rift Valley,cereals and tubers,Sorghum,2011,3,36.19
Rift Valley,cereals and tubers,Sorghum,2011,6,60.0
Rift Valley,cereals and tubers,Sorghum,2011,8,25.0
Rift Valley,cereals and tubers,Sorghum,2011,9,26.67
Rift Valley,cereals and tubers,Sorghum,2012,1,40.0
Rift Valley,cereals and tubers,Sorghum,2012,2,40.0
Rift Valley,cereals and tubers,Sorghum,2012,6,63.26
Rift Valley,cereals and tubers,Sorghum,2012,7,41.26
Rift Valley,cereals and tubers,Sorghum,2012,8,38.0
Rift Valley,cereals and tubers,Sorghum,2012,10,50.0
Rift Valley,cereals and tubers,Sorghum,2012,11,43.7
Rift Valley,cereals and tubers,Sorghum,2012,12,35.56
Rift Valley,cereals and tubers,Sorghum,2013,2,35.56
Rift Valley,cereals and tubers,Sorghum,2013,3,40.04
Rift Valley,cereals and tubers,Sorghum,2013,4,51.5
Rift Valley,cereals and tubers,Sorghum,2013,6,50.76
Rift Valley,cereals and tubers,Sorghum,2013,8,50.0
Rift Valley,cereals and tubers,Sorghum,2013,9,50.0
Rift Valley,cereals and tubers,Sorghum,2013,10,74.29
Rift Valley,cereals and tubers,Sorghum,2013,11,79.94
Rift Valley,cereals and tubers,Sorghum,2013,12,80.0
Rift Valley,cereals and tubers,Sorghum,2014,1,80.0
Rift Valley,cereals and tubers,Sorghum,2014,4,55.0
Rift Valley,cereals and tubers,Sorghum,2014,5,65.23
Rift Valley,cereals and tubers,Sorghum,2014,6,75.0
Rift Valley,cereals and tubers,Sorghum,2014,7,67.14
Rift Valley,cereals and tubers,Sorghum,2014,8,64.25
Rift Valley,cereals and tubers,Sorghum,2014,9,65.0
Rift Valley,cereals and tubers,Sorghum,2014,10,63.96
Rift Valley,cereals and tubers,Sorghum,2015,1,49.905
Rift Valley,cereals and tubers,Sorghum,2015,2,35.0
Rift Valley,cereals and tubers,Sorghum,2015,4,46.385
Rift Valley,cereals and tubers,Sorghum,2015,5,39.44
Rift Valley,cereals and tubers,Sorghum,2015,6,39.44
Rift Valley,cereals and tubers,Sorghum,2015,8,42.5
Rift Valley,cereals and tubers,Sorghum,2015,9,43.26
Rift Valley,cereals and tubers,Sorghum,2015,10,36.43
Rift Valley,cereals and tubers,Sorghum,2015,11,42.5
Rift Valley,cereals and tubers,Sorghum,2016,1,50.0
Rift Valley,cereals and tubers,Sorghum,2016,2,35.14
Rift Valley,cereals and tubers,Sorghum,2016,3,47.9
Rift Valley,cereals and tubers,Sorghum,2016,5,31.39
Rift Valley,cereals and tubers,Sorghum,2016,6,55.0
Rift Valley,cereals and tubers,Sorghum,2016,7,42.5
Rift Valley,cereals and tubers,Sorghum,2016,8,43.3
Rift Valley,cereals and tubers,Sorghum,2016,9,55.0
Rift Valley,cereals and tubers,Sorghum,2016,12,48.75
Rift Valley,cereals and tubers,Sorghum,2017,1,51.5
Rift Valley,cereals and tubers,Sorghum,2017,4,64.72
Rift Valley,cereals and tubers,Sorghum,2017,5,75.0
Rift Valley,cereals and tubers,Sorghum,2017,6,83.0
Rift Valley,cereals and tubers,Sorghum,2017,7,55.56
Rift Valley,cereals and tubers,Sorghum,2017,8,70.0
Rift Valley,cereals and tubers,Sorghum,2017,10,81.56
Rift Valley,cereals and tubers,Sorghum,2017,12,80.0
Rift Valley,cereals and tubers,Sorghum,2018,1,38.0
Rift Valley,cereals and tubers,Sorghum,2018,2,30.0
Rift Valley,cereals and tubers,Sorghum,2018,3,52.11
Rift Valley,cereals and tubers,Sorghum,2018,4,52.22
Rift Valley,cereals and tubers,Sorghum,2018,5,37.11
Rift Valley,cereals and tubers,Sorghum,2018,6,49.815
Rift Valley,cereals and tubers,Sorghum,2018,7,38.5
Rift Valley,cereals and tubers,Sorghum,2018,8,51.09
Rift Valley,cereals and tubers,Sorghum,2018,9,51.945
Rift Valley,cereals and tubers,Sorghum,2018,10,38.89
Rift Valley,cereals and tubers,Sorghum,2018,11,38.89
Rift Valley,cereals and tubers,Sorghum,2018,12,54.11
Rift Valley,cereals and tubers,Sorghum,2019,1,38.89
Rift Valley,cereals and tubers,Sorghum,2019,3,49.445
Rift Valley,cereals and tubers,Sorghum,2019,4,43.06
Rift Valley,cereals and tubers,Sorghum,2019,5,60.0
Rift Valley,cereals and tubers,Sorghum,2019,6,60.0
Rift Valley,cereals and tubers,Sorghum,2019,7,62.67
Rift Valley,cereals and tubers,Sorghum,2019,8,58.61
Rift Valley,cereals and tubers,Sorghum,2019,9,52.22
Rift Valley,cereals and tubers,Sorghum,2019,10,60.0
Rift Valley,cereals and tubers,Sorghum,2019,11,38.89
Rift Valley,cereals and tubers,Sorghum,2020,1,39.51
Rift Valley,cereals and tubers,Sorghum,2020,3,45.0
Rift Valley,cereals and tubers,Sorghum (white),2021,1,40.0
Rift Valley,cereals and tubers,Sorghum (white),2021,2,52.33
Rift Valley,cereals and tubers,Sorghum (white),2021,3,45.0
Rift Valley,cereals and tubers,Sorghum (white),2021,4,50.0
Rift Valley,cereals and tubers,Sorghum (white),2021,6,73.33500000000001
Rift Valley,cereals and tubers,Sorghum (white),2021,9,50.0
Rift Valley,cereals and tubers,Sorghum (white),2021,10,65.0
Rift Valley,cereals and tubers,Sorghum (white),2021,11,50.3
Rift Valley,cereals and tubers,Sorghum (white),2021,12,50.0
Rift Valley,cereals and tubers,Sorghum (white),2022,1,50.0
Rift Valley,cereals and tubers,Sorghum (white),2022,3,50.0
Rift Valley,cereals and tubers,Sorghum (white),2022,4,50.0
Rift Valley,cereals and tubers,Sorghum (white),2022,5,89.17
Rift Valley,cereals and tubers,Sorghum (white),2022,7,78.33
Rift Valley,cereals and tubers,Sorghum (white),2022,9,72.05
Rift Valley,cereals and tubers,Sorghum (white),2022,10,65.96
Rift Valley,cereals and tubers,Sorghum (white),2022,11,65.59
Rift Valley,cereals and tubers,Sorghum (white),2022,12,70.33
Rift Valley,cereals and tubers,Sorghum (white),2023,1,71.57
Rift Valley,cereals and tubers,Sorghum (white),2023,3,66.7
Rift Valley,cereals and tubers,Sorghum (white),2023,5,68.83
Rift Valley,cereals and tubers,Sorghum (white),2023,6,78.5
Rift Valley,cereals and tubers,Sorghum (white),2023,7,70.16
Rift Valley,pulses and nuts,Beans,2006,3,50.54
Rift Valley,pulses and nuts,Beans,2006,5,53.6
Rift Valley,pulses and nuts,Beans,2006,6,46.06
Rift Valley,pulses and nuts,Beans,2006,7,41.43
Rift Valley,pulses and nuts,Beans,2006,8,29.39
Rift Valley,pulses and nuts,Beans,2006,10,38.18
Rift Valley,pulses and nuts,Beans,2006,12,40.76
Rift Valley,pulses and nuts,Beans,2007,1,43.47
Rift Valley,pulses and nuts,Beans,2007,2,46.45
Rift Valley,pulses and nuts,Beans,2007,3,42.18
Rift Valley,pulses and nuts,Beans,2007,4,46.57
Rift Valley,pulses and nuts,Beans,2007,6,47.28
Rift Valley,pulses and nuts,Beans,2007,8,45.55
Rift Valley,pulses and nuts,Beans,2007,9,41.17
Rift Valley,pulses and nuts,Beans,2007,10,44.77
Rift Valley,pulses and nuts,Beans,2007,11,48.86
Rift Valley,pulses and nuts,Beans,2007,12,51.66
Rift Valley,pulses and nuts,Beans,2008,2,43.51
Rift Valley,pulses and nuts,Beans,2008,3,46.4
Rift Valley,pulses and nuts,Beans,2008,4,58.01
Rift Valley,pulses and nuts,Beans,2008,5,73.005
Rift Valley,pulses and nuts,Beans,2008,6,55.95
Rift Valley,pulses and nuts,Beans,2008,7,67.1
Rift Valley,pulses and nuts,Beans,2008,9,55.35
Rift Valley,pulses and nuts,Beans,2008,10,61.97
Rift Valley,pulses and nuts,Beans,2008,11,62.53
Rift Valley,pulses and nuts,Beans,2009,1,68.14
Rift Valley,pulses and nuts,Beans,2009,2,51.82
Rift Valley,pulses and nuts,Beans,2009,3,64.28
Rift Valley,pulses and nuts,Beans,2009,4,53.26
Rift Valley,pulses and nuts,Beans,2009,5,59.30499999999999
Rift Valley,pulses and nuts,Beans,2009,6,46.88
Rift Valley,pulses and nuts,Beans,2009,7,54.394999999999996
Rift Valley,pulses and nuts,Beans,2009,8,56.505
Rift Valley,pulses and nuts,Beans,2009,9,72.16
Rift Valley,pulses and nuts,Beans,2009,10,54.45
Rift Valley,pulses and nuts,Beans,2009,12,77.92
Rift Valley,pulses and nuts,Beans,2010,1,75.71
Rift Valley,pulses and nuts,Beans,2010,2,61.870000000000005
Rift Valley,pulses and nuts,Beans,2010,3,75.47
Rift Valley,pulses and nuts,Beans,2010,4,73.75
Rift Valley,pulses and nuts,Beans,2010,5,60.3
Rift Valley,pulses and nuts,Beans,2010,6,48.12
Rift Valley,pulses and nuts,Beans,2010,9,57.84
Rift Valley,pulses and nuts,Beans,2010,11,33.89
Rift Valley,pulses and nuts,Beans,2010,12,47.27
Rift Valley,pulses and nuts,Beans,2011,1,48.51
Rift Valley,pulses and nuts,Beans,2011,2,49.0
Rift Valley,pulses and nuts,Beans,2011,4,57.12
Rift Valley,pulses and nuts,Beans,2011,6,87.43
Rift Valley,pulses and nuts,Beans,2011,7,77.2
Rift Valley,pulses and nuts,Beans,2011,9,59.3
Rift Valley,pulses and nuts,Beans,2011,10,55.81
Rift Valley,pulses and nuts,Beans,2011,11,65.71
Rift Valley,pulses and nuts,Beans,2011,12,64.555
Rift Valley,pulses and nuts,Beans,2012,1,67.345
Rift Valley,pulses and nuts,Beans,2012,2,65.645
Rift Valley,pulses and nuts,Beans,2012,3,57.42
Rift Valley,pulses and nuts,Beans,2012,4,83.47
Rift Valley,pulses and nuts,Beans,2012,5,81.78
Rift Valley,pulses and nuts,Beans,2012,6,87.84
Rift Valley,pulses and nuts,Beans,2012,7,61.86
Rift Valley,pulses and nuts,Beans,2012,8,61.22
