Provinces,category,commodity,year,month,price/unit(KSH)
Central,cereals and tubers,"Maize (white, dry)",2021,3,28.9
Central,cereals and tubers,"Maize (white, dry)",2021,5,33.3
Central,cereals and tubers,"Maize (white, dry)",2021,6,31.1
Central,cereals and tubers,"Maize (white, dry)",2021,7,31.1
Central,cereals and tubers,"Maize (white, dry)",2021,9,31.1
Central,cereals and tubers,"Maize (white, dry)",2022,1,38.9
Central,cereals and tubers,"Maize (white, dry)",2022,2,37.25
Central,cereals and tubers,"Maize (white, dry)",2022,3,33.3
Central,cereals and tubers,"Maize (white, dry)",2022,9,68.9
Central,cereals and tubers,"Maize (white, dry)",2023,1,59.3
Central,cereals and tubers,"Maize (white, dry)",2023,2,66.65
Central,cereals and tubers,"Maize (white, dry)",2023,4,68.9
Central,cereals and tubers,"Maize (white, dry)",2023,7,77.8
Central,cereals and tubers,"Potatoes (Irish, red)",2021,1,28.0
Central,cereals and tubers,"Potatoes (Irish, red)",2021,2,27.98
Central,cereals and tubers,"Potatoes (Irish, red)",2021,3,26.7
Central,cereals and tubers,"Potatoes (Irish, red)",2021,7,26.0
Central,cereals and tubers,"Potatoes (Irish, red)",2021,9,17.36
Central,cereals and tubers,"Potatoes (Irish, red)",2021,11,29.77
Central,cereals and tubers,"Potatoes (Irish, red)",2021,12,30.0
Central,cereals and tubers,"Potatoes (Irish, red)",2022,1,33.12
Central,cereals and tubers,"Potatoes (Irish, red)",2022,2,35.38
Central,cereals and tubers,"Potatoes (Irish, red)",2022,3,42.35
Central,cereals and tubers,"Potatoes (Irish, red)",2022,6,39.76
Central,cereals and tubers,"Potatoes (Irish, red)",2022,7,36.46
Central,cereals and tubers,"Potatoes (Irish, red)",2022,8,36.07
Central,cereals and tubers,"Potatoes (Irish, red)",2022,9,37.32
Central,cereals and tubers,"Potatoes (Irish, red)",2022,10,48.3
Central,cereals and tubers,"Potatoes (Irish, red)",2022,11,50.96
Central,cereals and tubers,"Potatoes (Irish, red)",2023,2,48.8
Central,cereals and tubers,"Potatoes (Irish, red)",2023,4,61.82
Central,cereals and tubers,"Potatoes (Irish, red)",2023,7,36.5
Central,cereals and tubers,Rice (aromatic),2022,2,130.0
Central,cereals and tubers,Rice (aromatic),2022,6,160.0
Central,cereals and tubers,Rice (aromatic),2023,1,180.0
Central,cereals and tubers,Sorghum (white),2021,2,45.0
Central,cereals and tubers,Sorghum (white),2021,3,47.2
Central,cereals and tubers,Sorghum (white),2022,2,88.9
Central,cereals and tubers,Sorghum (white),2022,3,60.0
Central,cereals and tubers,Sorghum (white),2022,6,65.0
Central,cereals and tubers,Sorghum (white),2023,4,70.0
Central,pulses and nuts,Beans (dolichos),2021,2,66.7
Central,pulses and nuts,Beans (dolichos),2021,3,66.7
Central,pulses and nuts,Beans (dolichos),2021,5,66.7
Central,pulses and nuts,Beans (dolichos),2021,7,66.7
Central,pulses and nuts,Beans (dolichos),2022,1,88.9
Central,pulses and nuts,Beans (dolichos),2022,6,111.1
Central,pulses and nuts,Beans (dolichos),2023,1,161.1
Central,pulses and nuts,Beans (rosecoco),2022,1,72.2
Central,pulses and nuts,Beans (rosecoco),2022,2,77.8
Central,pulses and nuts,Beans (rosecoco),2022,6,105.6
Central,pulses and nuts,Beans (yellow),2021,1,84.4
Central,pulses and nuts,Beans (yellow),2021,3,92.8
Central,pulses and nuts,Beans (yellow),2021,5,94.4
Central,pulses and nuts,Beans (yellow),2021,6,77.8
Central,pulses and nuts,Beans (yellow),2021,9,88.9
Central,pulses and nuts,Beans (yellow),2022,1,75.6
Central,pulses and nuts,Beans (yellow),2022,2,88.9
Central,pulses and nuts,Cowpeas,2022,2,85.6
Central,pulses and nuts,Cowpeas,2022,9,111.1
Central,pulses and nuts,Cowpeas,2023,2,133.3
Central,vegetables and fruits,Cabbage,2021,1,15.0
Central,vegetables and fruits,Cabbage,2021,2,10.63
Central,vegetables and fruits,Cabbage,2021,3,10.0
Central,vegetables and fruits,Cabbage,2021,5,20.0
Central,vegetables and fruits,Cabbage,2021,7,17.5
Central,vegetables and fruits,Cabbage,2021,9,8.3
Central,vegetables and fruits,Cabbage,2021,12,8.33
Central,vegetables and fruits,Cabbage,2022,3,13.0
Central,vegetables and fruits,Cabbage,2022,5,14.55
Central,vegetables and fruits,Cabbage,2022,7,12.0
Central,vegetables and fruits,Cabbage,2022,8,16.57
Central,vegetables and fruits,Cabbage,2022,9,17.03
Central,vegetables and fruits,Cabbage,2022,10,15.0
Central,vegetables and fruits,Cabbage,2022,11,13.0
Central,vegetables and fruits,Cabbage,2022,12,12.0
Central,vegetables and fruits,Cabbage,2023,1,14.5
Central,vegetables and fruits,Cabbage,2023,2,16.67
Central,vegetables and fruits,Cabbage,2023,6,11.67
Central,vegetables and fruits,Cabbage,2023,7,7.75
Central,vegetables and fruits,Kale,2021,3,13.34
Central,vegetables and fruits,Kale,2021,4,10.0
Central,vegetables and fruits,Kale,2021,6,25.0
Central,vegetables and fruits,Kale,2021,7,30.0
Central,vegetables and fruits,Kale,2021,9,10.84
Central,vegetables and fruits,Kale,2021,10,13.34
Central,vegetables and fruits,Kale,2021,11,14.17
Central,vegetables and fruits,Kale,2022,3,25.0
Central,vegetables and fruits,Kale,2022,6,25.84
Central,vegetables and fruits,Kale,2022,7,22.5
Central,vegetables and fruits,Kale,2022,9,15.0
Central,vegetables and fruits,Kale,2022,11,25.0
Central,vegetables and fruits,Kale,2022,12,15.0
Central,vegetables and fruits,Kale,2023,1,13.5
Central,vegetables and fruits,Kale,2023,4,18.33
Central,vegetables and fruits,Kale,2023,6,15.0
Central,vegetables and fruits,Kale,2023,7,20.0
Central,vegetables and fruits,Onions (dry),2021,1,45.54
Central,vegetables and fruits,Onions (dry),2021,2,32.54
Central,vegetables and fruits,Onions (dry),2021,3,31.69
Central,vegetables and fruits,Onions (dry),2021,4,60.0
Central,vegetables and fruits,Onions (dry),2021,5,60.0
Central,vegetables and fruits,Onions (dry),2021,6,45.0
Central,vegetables and fruits,Onions (dry),2021,9,45.85
Central,vegetables and fruits,Onions (dry),2021,11,53.33
Central,vegetables and fruits,Onions (dry),2021,12,65.0
Central,vegetables and fruits,Onions (dry),2022,1,72.54
Central,vegetables and fruits,Onions (dry),2022,2,68.12
Central,vegetables and fruits,Onions (dry),2022,4,85.0
Central,vegetables and fruits,Onions (dry),2022,7,45.0
Central,vegetables and fruits,Onions (dry),2022,11,30.0
Central,vegetables and fruits,Onions (dry),2023,2,37.5
Central,vegetables and fruits,Onions (dry),2023,6,67.54
Central,vegetables and fruits,Tomatoes,2021,1,36.5
Central,vegetables and fruits,Tomatoes,2021,2,57.0
Central,vegetables and fruits,Tomatoes,2021,3,52.5
Central,vegetables and fruits,Tomatoes,2021,4,70.0
Central,vegetables and fruits,Tomatoes,2021,5,65.0
Central,vegetables and fruits,Tomatoes,2021,6,55.0
Central,vegetables and fruits,Tomatoes,2021,9,49.33
Central,vegetables and fruits,Tomatoes,2021,10,52.0
Central,vegetables and fruits,Tomatoes,2021,12,45.0
Central,vegetables and fruits,Tomatoes,2022,1,46.0
Central,vegetables and fruits,Tomatoes,2022,3,46.25
Central,vegetables and fruits,Tomatoes,2022,6,70.0
Central,vegetables and fruits,Tomatoes,2022,9,45.0
Central,vegetables and fruits,Tomatoes,2022,10,40.0
Central,vegetables and fruits,Tomatoes,2022,12,45.0
Central,vegetables and fruits,Tomatoes,2023,2,65.0
Central,vegetables and fruits,Tomatoes,2023,4,49.0
Central,vegetables and fruits,Tomatoes,2023,6,47.83
Central,vegetables and fruits,Tomatoes,2023,7,34.0
Coast,cereals and tubers,Maize,2006,1,16.13
Coast,cereals and tubers,Maize,2006,2,16.41
Coast,cereals and tubers,Maize,2006,3,16.98
Coast,cereals and tubers,Maize,2006,4,17.17
Coast,cereals and tubers,Maize,2006,5,19.12
Coast,cereals and tubers,Maize,2006,6,20.1
Coast,cereals and tubers,Maize,2006,7,19.92
Coast,cereals and tubers,Maize,2006,8,15.31
Coast,cereals and tubers,Maize,2006,9,11.77
Coast,cereals and tubers,Maize,2006,10,12.49
Coast,cereals and tubers,Maize,2006,11,12.68
Coast,cereals and tubers,Maize,2006,12,12.73
Coast,cereals and tubers,Maize,2007,1,11.66
Coast,cereals and tubers,Maize,2007,2,12.24
Coast,cereals and tubers,Maize,2007,3,11.43
Coast,cereals and tubers,Maize,2007,4,11.69
Coast,cereals and tubers,Maize,2007,5,11.64
Coast,cereals and tubers,Maize,2007,6,13.16
Coast,cereals and tubers,Maize,2007,7,13.2
Coast,cereals and tubers,Maize,2007,8,13.17
Coast,cereals and tubers,Maize,2007,9,13.63
Coast,cereals and tubers,Maize,2007,10,13.12
Coast,cereals and tubers,Maize,2007,11,13.89
Coast,cereals and tubers,Maize,2007,12,14.09
Coast,cereals and tubers,Maize,2008,1,15.51
Coast,cereals and tubers,Maize,2008,2,15.02
Coast,cereals and tubers,Maize,2008,3,15.53
Coast,cereals and tubers,Maize,2008,4,17.18
Coast,cereals and tubers,Maize,2008,5,20.48
Coast,cereals and tubers,Maize,2008,6,22.56
Coast,cereals and tubers,Maize,2008,7,22.66
Coast,cereals and tubers,Maize,2008,8,22.79
Coast,cereals and tubers,Maize,2008,9,22.41
Coast,cereals and tubers,Maize,2008,10,24.43
Coast,cereals and tubers,Maize,2008,11,25.89
Coast,cereals and tubers,Maize,2008,12,25.65
Coast,cereals and tubers,Maize,2009,1,25.59
Coast,cereals and tubers,Maize,2009,2,29.13
Coast,cereals and tubers,Maize,2009,3,28.18
Coast,cereals and tubers,Maize,2009,4,26.09
Coast,cereals and tubers,Maize,2009,5,25.72
Coast,cereals and tubers,Maize,2009,6,25.02
Coast,cereals and tubers,Maize,2009,7,23.79
Coast,cereals and tubers,Maize,2009,8,23.38
Coast,cereals and tubers,Maize,2009,9,22.53
Coast,cereals and tubers,Maize,2009,10,24.61
Coast,cereals and tubers,Maize,2009,11,25.42
Coast,cereals and tubers,Maize,2009,12,25.14
Coast,cereals and tubers,Maize,2010,1,25.21
Coast,cereals and tubers,Maize,2010,2,23.07
Coast,cereals and tubers,Maize,2010,3,21.23
Coast,cereals and tubers,Maize,2010,4,18.87
Coast,cereals and tubers,Maize,2010,5,18.16
Coast,cereals and tubers,Maize,2010,6,16.81
Coast,cereals and tubers,Maize,2010,7,15.5
Coast,cereals and tubers,Maize,2010,8,15.25
Coast,cereals and tubers,Maize,2010,9,14.85
Coast,cereals and tubers,Maize,2010,10,13.14
Coast,cereals and tubers,Maize,2010,11,16.3
Coast,cereals and tubers,Maize,2010,12,17.08
Coast,cereals and tubers,Maize,2011,1,17.24
Coast,cereals and tubers,Maize,2011,2,22.53
Coast,cereals and tubers,Maize,2011,3,24.51
Coast,cereals and tubers,Maize,2011,4,29.22
Coast,cereals and tubers,Maize,2011,5,35.63
Coast,cereals and tubers,Maize,2011,6,38.64
Coast,cereals and tubers,Maize,2011,7,43.91
Coast,cereals and tubers,Maize,2011,8,35.77
Coast,cereals and tubers,Maize,2011,9,32.87
Coast,cereals and tubers,Maize,2011,10,32.64
Coast,cereals and tubers,Maize,2011,11,35.02
Coast,cereals and tubers,Maize,2011,12,35.83
Coast,cereals and tubers,Maize,2012,1,35.33
Coast,cereals and tubers,Maize,2012,4,32.69
Coast,cereals and tubers,Maize,2012,5,37.28
Coast,cereals and tubers,Maize,2013,2,35.24
Coast,cereals and tubers,Maize,2013,3,32.44
Coast,cereals and tubers,Maize,2013,4,34.16
Coast,cereals and tubers,Maize,2013,5,35.11
Coast,cereals and tubers,Maize,2013,6,35.2
Coast,cereals and tubers,Maize,2014,1,38.44
Coast,cereals and tubers,Maize,2014,2,35.06
Coast,cereals and tubers,Maize,2014,3,35.0
Coast,cereals and tubers,Maize,2014,4,39.3
Coast,cereals and tubers,Maize,2014,5,39.97
Coast,cereals and tubers,Maize,2014,6,42.95
Coast,cereals and tubers,Maize,2014,7,39.5
Coast,cereals and tubers,Maize,2014,8,35.75
Coast,cereals and tubers,Maize,2014,9,30.23
Coast,cereals and tubers,Maize,2014,10,27.08
Coast,cereals and tubers,Maize,2014,11,25.33
Coast,cereals and tubers,Maize,2014,12,25.79
Coast,cereals and tubers,Maize,2015,1,28.11
Coast,cereals and tubers,Maize,2015,12,29.63
Coast,cereals and tubers,Maize,2016,1,30.23
Coast,cereals and tubers,Maize,2016,2,29.32
Coast,cereals and tubers,Maize,2016,3,27.09
Coast,cereals and tubers,Maize,2016,4,29.19
Coast,cereals and tubers,Maize,2016,5,28.86
Coast,cereals and tubers,Maize,2016,6,29.85
Coast,cereals and tubers,Maize,2016,7,31.94
Coast,cereals and tubers,Maize,2016,8,33.95
Coast,cereals and tubers,Maize,2016,9,30.87
Coast,cereals and tubers,Maize,2016,10,32.99
Coast,cereals and tubers,Maize,2016,11,33.28
Coast,cereals and tubers,Maize,2016,12,33.02
Coast,cereals and tubers,Maize,2017,1,37.67
Coast,cereals and tubers,Maize,2017,2,40.92
Coast,cereals and tubers,Maize,2017,3,50.02
Coast,cereals and tubers,Maize,2017,4,50.34
Coast,cereals and tubers,Maize,2017,5,55.69
Coast,cereals and tubers,Maize,2017,6,51.84
Coast,cereals and tubers,Maize,2017,7,47.95
Coast,cereals and tubers,Maize,2017,8,38.85
Coast,cereals and tubers,Maize,2017,9,33.8
Coast,cereals and tubers,Maize,2017,10,32.39
Coast,cereals and tubers,Maize,2017,11,32.69
Coast,cereals and tubers,Maize,2017,12,30.39
Coast,cereals and tubers,Maize,2018,1,32.19
Coast,cereals and tubers,Maize,2018,2,31.73
Coast,cereals and tubers,Maize,2018,3,29.08
Coast,cereals and tubers,Maize,2018,4,28.37
Coast,cereals and tubers,Maize,2018,5,28.25
Coast,cereals and tubers,Maize,2018,6,29.82
Coast,cereals and tubers,Maize,2018,7,28.54
Coast,cereals and tubers,Maize,2018,8,23.44
Coast,cereals and tubers,Maize,2018,9,23.05
Coast,cereals and tubers,Maize,2018,10,20.23
Coast,cereals and tubers,Maize,2018,11,23.29
Coast,cereals and tubers,Maize,2018,12,25.97
Coast,cereals and tubers,Maize,2019,1,26.02
Coast,cereals and tubers,Maize,2019,2,25.37
Coast,cereals and tubers,Maize,2019,3,25.82
Coast,cereals and tubers,Maize,2019,4,34.84
Coast,cereals and tubers,Maize,2019,5,40.61
Coast,cereals and tubers,Maize,2019,6,39.13
Coast,cereals and tubers,Maize,2019,7,41.46
Coast,cereals and tubers,Maize,2019,8,40.45
Coast,cereals and tubers,Maize,2019,9,41.0
Coast,cereals and tubers,Maize,2019,10,40.95
Coast,cereals and tubers,Maize,2020,1,37.1
Coast,cereals and tubers,Maize,2020,2,34.95
Coast,cereals and tubers,Maize,2020,3,31.38
Coast,cereals and tubers,Maize,2021,1,35.13
Coast,cereals and tubers,Maize,2021,2,33.04
Coast,cereals and tubers,Maize,2021,3,33.75
Coast,cereals and tubers,Maize,2021,4,34.34
Coast,cereals and tubers,Maize,2021,5,33.1
Coast,cereals and tubers,Maize,2021,6,33.06
Coast,cereals and tubers,Maize,2021,7,31.0
Coast,cereals and tubers,Maize,2021,8,32.0
Coast,cereals and tubers,Maize,2021,9,32.39
Coast,cereals and tubers,Maize,2021,10,35.05
Coast,cereals and tubers,Maize,2021,11,20.1
Coast,cereals and tubers,Maize (white),2006,2,16.92
Coast,cereals and tubers,Maize (white),2006,5,19.33
Coast,cereals and tubers,Maize (white),2006,6,20.16
Coast,cereals and tubers,Maize (white),2006,8,12.57
Coast,cereals and tubers,Maize (white),2006,9,11.94
Coast,cereals and tubers,Maize (white),2006,10,12.59
Coast,cereals and tubers,Maize (white),2006,11,12.76
Coast,cereals and tubers,Maize (white),2007,1,11.8
Coast,cereals and tubers,Maize (white),2007,2,11.81
Coast,cereals and tubers,Maize (white),2007,3,11.5
Coast,cereals and tubers,Maize (white),2007,4,11.64
Coast,cereals and tubers,Maize (white),2007,5,11.98
Coast,cereals and tubers,Maize (white),2007,11,14.11
Coast,cereals and tubers,Maize (white),2007,12,14.16
Coast,cereals and tubers,Maize (white),2008,1,15.91
Coast,cereals and tubers,Maize (white),2008,2,15.83
Coast,cereals and tubers,Maize (white),2008,3,16.25
Coast,cereals and tubers,Maize (white),2008,4,18.06
Coast,cereals and tubers,Maize (white),2008,7,23.17
Coast,cereals and tubers,Maize (white),2008,8,23.61
Coast,cereals and tubers,Maize (white),2008,9,23.59
Coast,cereals and tubers,Maize (white),2008,10,25.63
Coast,cereals and tubers,Maize (white),2008,12,26.57
Coast,cereals and tubers,Maize (white),2009,1,23.32
Coast,cereals and tubers,Maize (white),2009,2,30.0
Coast,cereals and tubers,Maize (white),2009,3,27.98
Coast,cereals and tubers,Maize (white),2009,4,26.72
Coast,cereals and tubers,Maize (white),2009,5,27.5
Coast,cereals and tubers,Maize (white),2009,6,27.06
Coast,cereals and tubers,Maize (white),2009,7,25.27
Coast,cereals and tubers,Maize (white),2009,8,24.88
Coast,cereals and tubers,Maize (white),2009,9,23.17
Coast,cereals and tubers,Maize (white),2009,10,25.36
Coast,cereals and tubers,Maize (white),2009,11,25.81
Coast,cereals and tubers,Maize (white),2009,12,25.56
Coast,cereals and tubers,Maize (white),2010,1,25.63
Coast,cereals and tubers,Maize (white),2010,2,23.5
Coast,cereals and tubers,Maize (white),2010,5,18.56
Coast,cereals and tubers,Maize (white),2010,6,16.96
Coast,cereals and tubers,Maize (white),2010,7,16.33
Coast,cereals and tubers,Maize (white),2010,8,15.78
Coast,cereals and tubers,Maize (white),2010,9,14.22
Coast,cereals and tubers,Maize (white),2010,11,16.78
Coast,cereals and tubers,Maize (white),2010,12,17.78
Coast,cereals and tubers,Maize (white),2011,1,19.0
Coast,cereals and tubers,Maize (white),2011,6,42.22
Coast,cereals and tubers,Maize (white),2011,7,44.78
Coast,cereals and tubers,Maize (white),2011,8,35.64
Coast,cereals and tubers,Maize (white),2011,10,33.5
Coast,cereals and tubers,Maize (white),2011,11,36.49
Coast,cereals and tubers,Maize (white),2011,12,35.56
Coast,cereals and tubers,Maize (white),2012,1,33.56
Coast,cereals and tubers,Maize (white),2012,2,31.44
Coast,cereals and tubers,Maize (white),2012,3,29.61
Coast,cereals and tubers,Maize (white),2012,4,32.06
Coast,cereals and tubers,Maize (white),2012,5,38.89
Coast,cereals and tubers,Maize (white),2012,8,35.19
Coast,cereals and tubers,Maize (white),2012,10,32.67
Coast,cereals and tubers,Maize (white),2012,11,34.39
Coast,cereals and tubers,Maize (white),2012,12,34.44
Coast,cereals and tubers,Maize (white),2013,1,17.17
Coast,cereals and tubers,Maize (white),2013,3,31.18
Coast,cereals and tubers,Maize (white),2013,4,31.67
Coast,cereals and tubers,Maize (white),2013,5,31.67
Coast,cereals and tubers,Maize (white),2013,6,31.5
Coast,cereals and tubers,Maize (white),2013,7,31.42
Coast,cereals and tubers,Maize (white),2013,8,30.22
Coast,cereals and tubers,Maize (white),2013,9,29.67
Coast,cereals and tubers,Maize (white),2013,11,31.63
Coast,cereals and tubers,Maize (white),2013,12,32.29
Coast,cereals and tubers,Maize (white),2014,2,33.19
Coast,cereals and tubers,Maize (white),2014,3,33.22
Coast,cereals and tubers,Maize (white),2014,5,34.39
Coast,cereals and tubers,Maize (white),2014,9,26.09
Coast,cereals and tubers,Maize (white),2014,10,25.56
Coast,cereals and tubers,Maize (white),2014,11,24.68
Coast,cereals and tubers,Maize (white),2014,12,24.44
Coast,cereals and tubers,Maize (white),2015,1,26.36
Coast,cereals and tubers,Maize (white),2015,2,27.78
Coast,cereals and tubers,Maize (white),2015,3,28.89
Coast,cereals and tubers,Maize (white),2015,8,33.89
Coast,cereals and tubers,Maize (white),2015,9,29.61
Coast,cereals and tubers,Maize (white),2016,2,30.0
Coast,cereals and tubers,Maize (white),2016,3,27.92
Coast,cereals and tubers,Maize (white),2016,7,30.33
Coast,cereals and tubers,Maize (white),2016,10,33.33
Coast,cereals and tubers,Maize (white),2016,11,40.0
Coast,cereals and tubers,Maize (white),2016,12,40.0
Coast,cereals and tubers,Maize (white),2017,1,34.83
Coast,cereals and tubers,Maize (white),2017,2,41.81
Coast,cereals and tubers,Maize (white),2017,4,50.33
Coast,cereals and tubers,Maize (white),2017,6,53.41
Coast,cereals and tubers,Maize (white),2017,7,47.78
Coast,cereals and tubers,Maize (white),2017,10,32.67
Coast,cereals and tubers,Maize (white),2017,11,33.28
Coast,cereals and tubers,Maize (white),2017,12,30.0
Coast,cereals and tubers,Maize (white),2018,3,29.19
Coast,cereals and tubers,Maize (white),2018,6,29.89
Coast,cereals and tubers,Maize (white),2018,8,23.78
Coast,cereals and tubers,Maize (white),2018,10,20.22
Coast,cereals and tubers,Maize (white),2018,12,25.33
Coast,cereals and tubers,Maize (white),2019,3,25.42
Coast,cereals and tubers,Maize (white),2019,4,33.25
Coast,cereals and tubers,Maize (white),2019,5,40.44
Coast,cereals and tubers,Maize (white),2019,6,36.86
Coast,cereals and tubers,Maize (white),2019,8,41.0
Coast,cereals and tubers,Maize (white),2019,9,40.56
Coast,cereals and tubers,Maize (white),2019,10,41.11
Coast,cereals and tubers,Maize (white),2020,1,37.78
Coast,cereals and tubers,Maize (white),2020,2,35.46
Coast,cereals and tubers,Maize (white),2020,3,30.19
Coast,cereals and tubers,"Maize (white, dry)",2021,6,29.27
Coast,cereals and tubers,"Maize (white, dry)",2021,9,30.0
Coast,cereals and tubers,"Maize (white, dry)",2022,7,61.1
Coast,cereals and tubers,"Maize (white, dry)",2023,1,52.0
Coast,cereals and tubers,"Maize (white, dry)",2023,2,57.0
Coast,cereals and tubers,"Maize (white, dry)",2023,5,63.0
Coast,cereals and tubers,"Maize (white, dry)",2023,6,64.0
Coast,cereals and tubers,"Maize (white, dry)",2023,7,58.26
Coast,cereals and tubers,Potatoes (Irish),2012,1,43.6
Coast,cereals and tubers,Potatoes (Irish),2012,3,34.38
Coast,cereals and tubers,"Potatoes (Irish, red)",2021,4,29.0
Coast,cereals and tubers,"Potatoes (Irish, red)",2023,1,43.0
Coast,cereals and tubers,"Potatoes (Irish, white)",2021,1,24.5
Coast,cereals and tubers,"Potatoes (Irish, white)",2021,3,27.92
Coast,cereals and tubers,"Potatoes (Irish, white)",2021,4,27.7
Coast,cereals and tubers,"Potatoes (Irish, white)",2021,6,22.8
Coast,cereals and tubers,"Potatoes (Irish, white)",2021,7,24.84
Coast,cereals and tubers,"Potatoes (Irish, white)",2022,6,50.2
Coast,cereals and tubers,"Potatoes (Irish, white)",2022,12,37.5
Coast,cereals and tubers,"Potatoes (Irish, white)",2023,2,54.32
Coast,cereals and tubers,"Potatoes (Irish, white)",2023,5,63.87
Coast,cereals and tubers,"Potatoes (Irish, white)",2023,7,34.06
Coast,cereals and tubers,Rice (aromatic),2021,3,130.0
Coast,cereals and tubers,Rice (aromatic),2021,4,120.0
Coast,cereals and tubers,Sorghum,2012,1,45.0
Coast,cereals and tubers,Sorghum,2012,2,43.76
Coast,cereals and tubers,Sorghum,2012,3,36.64
Coast,cereals and tubers,Sorghum (white),2023,5,55.0
Coast,pulses and nuts,Beans,2006,1,33.63
Coast,pulses and nuts,Beans,2006,2,39.48
Coast,pulses and nuts,Beans,2006,3,44.69
Coast,pulses and nuts,Beans,2006,4,43.84
Coast,pulses and nuts,Beans,2006,6,28.23
Coast,pulses and nuts,Beans,2006,7,30.15
Coast,pulses and nuts,Beans,2006,11,29.9
Coast,pulses and nuts,Beans,2007,4,33.89
Coast,pulses and nuts,Beans,2007,5,34.37
Coast,pulses and nuts,Beans,2007,6,35.58
Coast,pulses and nuts,Beans,2007,8,36.76
Coast,pulses and nuts,Beans,2007,9,38.84
Coast,pulses and nuts,Beans,2007,10,37.16
Coast,pulses and nuts,Beans,2007,11,36.93
Coast,pulses and nuts,Beans,2007,12,38.4
Coast,pulses and nuts,Beans,2008,1,47.41
Coast,pulses and nuts,Beans,2008,2,48.34
Coast,pulses and nuts,Beans,2008,3,49.78
Coast,pulses and nuts,Beans,2008,4,49.57
Coast,pulses and nuts,Beans,2008,5,49.45
Coast,pulses and nuts,Beans,2008,8,56.21
Coast,pulses and nuts,Beans,2008,11,47.06
Coast,pulses and nuts,Beans,2009,2,49.06
Coast,pulses and nuts,Beans,2009,3,49.63
Coast,pulses and nuts,Beans,2009,4,55.78
Coast,pulses and nuts,Beans,2009,7,46.03
Coast,pulses and nuts,Beans,2009,8,51.51
Coast,pulses and nuts,Beans,2009,9,55.39
Coast,pulses and nuts,Beans,2009,10,57.61
Coast,pulses and nuts,Beans,2010,1,47.99
Coast,pulses and nuts,Beans,2010,3,49.19
Coast,pulses and nuts,Beans,2010,6,45.6
Coast,pulses and nuts,Beans,2010,7,43.16
Coast,pulses and nuts,Beans,2010,8,47.26
Coast,pulses and nuts,Beans,2010,10,48.63
Coast,pulses and nuts,Beans,2010,11,47.77
Coast,pulses and nuts,Beans,2010,12,48.47
Coast,pulses and nuts,Beans,2011,2,47.81
Coast,pulses and nuts,Beans,2011,3,53.23
Coast,pulses and nuts,Beans,2011,4,67.53
Coast,pulses and nuts,Beans,2011,6,68.71
Coast,pulses and nuts,Beans,2011,10,58.75
Coast,pulses and nuts,Beans,2011,11,56.59
Coast,pulses and nuts,Beans,2011,12,55.95
Coast,pulses and nuts,Beans,2013,5,71.65
Coast,pulses and nuts,Beans,2013,9,60.0
Coast,pulses and nuts,Beans,2013,10,66.52
Coast,pulses and nuts,Beans,2014,2,82.74
Coast,pulses and nuts,Beans,2014,3,83.67
Coast,pulses and nuts,Beans,2014,4,81.5
Coast,pulses and nuts,Beans,2014,5,78.98
Coast,pulses and nuts,Beans,2014,6,72.69
Coast,pulses and nuts,Beans,2014,8,60.29
Coast,pulses and nuts,Beans,2014,9,60.7
Coast,pulses and nuts,Beans,2015,1,60.25
Coast,pulses and nuts,Beans,2015,12,59.22
Coast,pulses and nuts,Beans,2016,5,55.73
Coast,pulses and nuts,Beans,2016,6,59.76
Coast,pulses and nuts,Beans,2016,7,55.9
Coast,pulses and nuts,Beans,2016,8,55.92
Coast,pulses and nuts,Beans,2016,12,77.07
Coast,pulses and nuts,Beans,2017,1,81.29
Coast,pulses and nuts,Beans,2017,2,84.9
Coast,pulses and nuts,Beans,2017,3,100.03
Coast,pulses and nuts,Beans,2017,4,105.05
Coast,pulses and nuts,Beans,2017,5,110.39
Coast,pulses and nuts,Beans,2017,7,86.19
Coast,pulses and nuts,Beans,2017,9,90.05
Coast,pulses and nuts,Beans,2017,10,84.44
Coast,pulses and nuts,Beans,2017,11,82.65
Coast,pulses and nuts,Beans,2018,1,76.38
Coast,pulses and nuts,Beans,2018,4,64.17
Coast,pulses and nuts,Beans,2018,7,44.89
Coast,pulses and nuts,Beans,2018,8,41.95
Coast,pulses and nuts,Beans,2018,10,42.09
Coast,pulses and nuts,Beans,2018,12,49.93
Coast,pulses and nuts,Beans,2019,1,52.32
Coast,pulses and nuts,Beans,2019,2,50.54
Coast,pulses and nuts,Beans,2019,3,52.21
Coast,pulses and nuts,Beans,2019,4,65.15
Coast,pulses and nuts,Beans,2019,5,88.36
Coast,pulses and nuts,Beans,2019,6,85.31
Coast,pulses and nuts,Beans (dolichos),2021,4,72.0
Coast,pulses and nuts,Beans (dolichos),2021,6,68.9
Coast,pulses and nuts,Beans (dolichos),2023,1,155.0
Coast,pulses and nuts,Beans (dolichos),2023,2,160.0
Coast,pulses and nuts,Beans (dolichos),2023,3,165.0
Coast,pulses and nuts,Beans (dry),2006,2,37.78
Coast,pulses and nuts,Beans (dry),2006,5,44.21
Coast,pulses and nuts,Beans (dry),2006,6,30.07
Coast,pulses and nuts,Beans (dry),2006,7,30.56
Coast,pulses and nuts,Beans (dry),2006,9,33.82
Coast,pulses and nuts,Beans (dry),2006,10,33.6
Coast,pulses and nuts,Beans (dry),2006,11,30.82
Coast,pulses and nuts,Beans (dry),2006,12,30.65
